"","water_year","month","date","species","run","source_tank_id","surgeon","crew","vial_number","weight_gr","fork_length_mm","tag_id_hex","tag_activation_date","anesthetic_time_mmss","anesthetic_time_sec","surgery_time_mmss","surgery_time_sec","recovery_time_mmss","recovery_time_sec","comments","release_container_id","release_id","post_tagging_tank","entered_by","qaqc_by","qaqc_comments"
"1","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","1",NA,NA,"25A3",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"2","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","2",NA,NA,"2262",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"3","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","3",NA,NA,"2244",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"4","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","4",NA,NA,"25A1",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"5","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","5",NA,NA,"24DA",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"6","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","6",NA,NA,"2265",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"7","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","7",NA,NA,"24EB",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"8","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","8",NA,NA,"2539",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"9","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","9",NA,NA,"26D9",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"10","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","10",NA,NA,"266A",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-1","2023-12-06 RT-1",NA,"EH","PH",""
"11","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","11",NA,NA,"1E54",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-2","2023-12-06 RT-2",NA,"EH","PH",""
"12","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","12",NA,NA,"2915",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-2","2023-12-06 RT-2",NA,"EH","PH",""
"13","2024","Dec",2023-12-05,"Chinook Salmon","late-fall","BT-1","NJ","AP","13",NA,NA,"1ED4",2023-12-04,NA,NA,NA,NA,NA,NA,"During this tagging session, issues with GeoOptix resulted in the loss of fish data and only 70 fish tagged ","RT-2","2023-12-06 RT-2",NA,"EH","PH",""
