"","water_year","species","run","release_date","release_time","release_datetime","release_container_id","release_id","crew","morts","shed_tags","fish_released","comments","entered_by","qaqc_by","qaqc_comments"
"22","2024","Chinook Salmon","late-fall",2023-12-09,"0:16",2023-12-09 00:16:00,"RT-22","12/9/2023 RT-22","AL, AC, MD",0,0,10,"","PH","EH",""
"23","2024","Chinook Salmon","late-fall",2023-12-09,"3:14",2023-12-09 03:14:00,"RT-23","12/9/2023 RT-23","AL, AC, MD",0,0,10,"","PH","EH",""
"24","2024","Chinook Salmon","late-fall",2023-12-09,"6:10",2023-12-09 06:10:00,"RT-24","12/9/2023 RT-24","AL, AC, MD",0,0,10,"","PH","EH",""
"25","2024","Chinook Salmon","late-fall",2023-12-13,"9:15",2023-12-13 09:15:00,"RT-1","12/13/2023 RT-1","NS, TA",0,0,10,"","PH","EH",""
"26","2024","Chinook Salmon","late-fall",2023-12-13,"12:06",2023-12-13 12:06:00,"RT-2","12/13/2023 RT-2","NS, TA",0,0,10,"","PH","EH",""
"27","2024","Chinook Salmon","late-fall",2023-12-13,"15:09",2023-12-13 15:09:00,"RT-3","12/13/2023 RT-3","NS, TA",0,0,10,"","PH","EH",""
"28","2024","Chinook Salmon","late-fall",2023-12-13,"18:05",2023-12-13 18:05:00,"RT-4","12/13/2023 RT-4","NS, TA",0,0,10,"","PH","EH",""
"29","2024","Chinook Salmon","late-fall",2023-12-13,"21:18",2023-12-13 21:18:00,"RT-5","12/13/2023 RT-5","MC, PH",0,0,10,"","PH","EH",""
"30","2024","Chinook Salmon","late-fall",2023-12-14,"0:15",2023-12-14 00:15:00,"RT-6","12/14/2023 RT-6","MC, TC",0,0,10,"","PH","EH",""
"31","2024","Chinook Salmon","late-fall",2023-12-14,"3:12",2023-12-14 03:12:00,"RT-7","12/14/2023 RT-7","MC, PH",0,0,10,"","PH","EH",""
"32","2024","Chinook Salmon","late-fall",2023-12-14,"6:04",2023-12-14 06:04:00,"RT-8","12/14/2023 RT-8","MC, TC",0,0,10,"","PH","EH",""
"33","2024","Chinook Salmon","late-fall",2023-12-14,"9:12",2023-12-14 09:12:00,"RT-9","12/14/2023 RT-9","AL, TA",0,0,10,"","PH","EH",""
"34","2024","Chinook Salmon","late-fall",2023-12-14,"12:04",2023-12-14 12:04:00,"RT-10","12/14/2023 RT-10","AL, TA",0,0,10,"","PH","EH",""
"35","2024","Chinook Salmon","late-fall",2023-12-14,"15:04",2023-12-14 15:04:00,"RT-11","12/14/2023 RT-11","AL, TA",0,0,10,"","PH","EH",""
"36","2024","Chinook Salmon","late-fall",2023-12-14,"18:02",2023-12-14 18:02:00,"RT-12","12/14/2023 RT-12","AL, TA",0,0,10,"","PH","EH",""
"37","2024","Chinook Salmon","late-fall",2023-12-14,"21:16",2023-12-14 21:16:00,"RT-13","12/14/2023 RT-13","MC, PH",0,0,10,"","PH","EH",""
"38","2024","Chinook Salmon","late-fall",2023-12-15,"0:19",2023-12-15 00:19:00,"RT-14","12/15/2023 RT-14","MC, PH",0,0,10,"","PH","EH",""
"39","2024","Chinook Salmon","late-fall",2023-12-15,"3:07",2023-12-15 03:07:00,"RT-15","12/15/2023 RT-15","MD, MC",0,0,10,"","PH","EH",""
"40","2024","Chinook Salmon","late-fall",2023-12-15,"6:10",2023-12-15 06:10:00,"RT-16","12/15/2023 RT-16","MD, MC",0,0,10,"","PH","EH",""
"41","2024","Chinook Salmon","late-fall",2023-12-15,"9:04",2023-12-15 09:04:00,"RT-17","12/15/2023 RT-17","CY, KM",0,0,10,"","PH","EH",""
"42","2024","Chinook Salmon","late-fall",2023-12-15,"12:04",2023-12-15 12:04:00,"RT-18","12/15/2023 RT-18","CY, KM",0,0,10,"","PH","EH",""
"43","2024","Chinook Salmon","late-fall",2023-12-15,"15:03",2023-12-15 15:03:00,"RT-19","12/15/2023 RT-19","CY, KM",0,0,10,"","PH","EH",""
"44","2024","Chinook Salmon","late-fall",2023-12-15,"18:01",2023-12-15 18:01:00,"RT-20","12/15/2023 RT-20","CY, KM",0,0,10,"","PH","EH",""
"45","2024","Chinook Salmon","late-fall",2023-12-15,"21:20",2023-12-15 21:20:00,"RT-21","12/15/2023 RT-21","MC, PH",0,0,10,"","PH","EH",""
"46","2024","Chinook Salmon","late-fall",2023-12-15,"23:58",2023-12-15 23:58:00,"RT-22","12/15/2023 RT-22","MC, PH",0,0,10,"","PH","EH",""
"47","2024","Chinook Salmon","late-fall",2023-12-16,"3:03",2023-12-16 03:03:00,"RT-23","12/16/2023 RT-23","AK, MC",0,0,10,"","PH","EH",""
"48","2024","Chinook Salmon","late-fall",2023-12-16,"6:11",2023-12-16 06:11:00,"RT-24","12/16/2023 RT-24","AK, MC",0,0,10,"sea lion near release site","PH","EH",""
"49","2024","Chinook Salmon","late-fall",2024-01-10,"9:14",2024-01-10 09:14:00,"RT-1","1/10/2024 RT-1","KM, PH",0,0,10,"water too turbid to see morts and shed tags ","PH","EH",""
"50","2024","Chinook Salmon","late-fall",2024-01-10,"12:12",2024-01-10 12:12:00,"RT-2","1/10/2024 RT-2","KM, PH",0,0,10,"water too turbid to see morts and shed tags ","PH","EH",""
"51","2024","Chinook Salmon","late-fall",2024-01-10,"15:09",2024-01-10 15:09:00,"RT-3","1/10/2024 RT-3","KM, CY",0,0,10,"","PH","EH",""
"52","2024","Chinook Salmon","late-fall",2024-01-10,"18:10",2024-01-10 18:10:00,"RT-4","1/10/2024 RT-4","KM, PH",0,0,10,"","PH","EH",""
"53","2024","Chinook Salmon","late-fall",2024-01-10,"21:13",2024-01-10 21:13:00,"RT-5","1/10/2024 RT-5","JH, MD",0,0,10,"water too turbid to see shed tags","PH","EH",""
"54","2024","Chinook Salmon","late-fall",2024-01-11,"0:10",2024-01-11 00:10:00,"RT-6","1/11/2024 RT-6","JH, MD",0,0,10,"water too turbid to see shed tags","PH","EH",""
"55","2024","Chinook Salmon","late-fall",2024-01-11,"3:06",2024-01-11 03:06:00,"RT-7","1/11/2024 RT-7","JH, AK",0,0,10,"water too turbid to see shed tags","PH","EH",""
"56","2024","Chinook Salmon","late-fall",2024-01-11,"6:01",2024-01-11 06:01:00,"RT-8","1/11/2024 RT-8","JH, MD",0,0,10,"water too turbid to see shed tags","PH","EH",""
"57","2024","Chinook Salmon","late-fall",2024-01-11,"9:22",2024-01-11 09:22:00,"RT-9","1/11/2024 RT-9","PH, EH",0,0,10,"","PH","EH",""
"58","2024","Chinook Salmon","late-fall",2024-01-11,"12:14",2024-01-11 12:14:00,"RT-10","1/11/2024 RT-10","PH, EH",0,0,10,"Turbid water","PH","EH",""
"59","2024","Chinook Salmon","late-fall",2024-01-11,"15:20",2024-01-11 15:20:00,"RT-11","1/11/2024 RT-11","PH, EH",0,0,10,"","PH","EH",""
"60","2024","Chinook Salmon","late-fall",2024-01-11,"18:09",2024-01-11 18:09:00,"RT-12","1/11/2024 RT-12","PH, EH",0,0,10,"water too turbid to see shed tags","PH","EH",""
"61","2024","Chinook Salmon","late-fall",2024-01-11,"21:07",2024-01-11 21:07:00,"RT-13","1/11/2024 RT-13","AW, JH",0,0,10,"water too turbid to see shed tags","PH","EH",""
"62","2024","Chinook Salmon","late-fall",2024-01-12,"0:11",2024-01-12 00:11:00,"RT-14","1/12/2024 RT-14","JH, AK",0,0,10,"","PH","EH",""
"63","2024","Chinook Salmon","late-fall",2024-01-12,"3:09",2024-01-12 03:09:00,"RT-15","1/12/2024 RT-15","AW, JH",0,0,10,"","PH","EH",""
"64","2024","Chinook Salmon","late-fall",2024-01-12,"6:11",2024-01-12 06:11:00,"RT-16","1/12/2024 RT-16","JH, AK",0,0,10,"Water too turbid to see tags","PH","EH",""
"65","2024","Chinook Salmon","late-fall",2024-01-12,"9:13",2024-01-12 09:13:00,"RT-17","1/12/2024 RT-17","KM, SB",0,0,10,"Turbid water","PH","EH",""
"66","2024","Chinook Salmon","late-fall",2024-01-12,"12:14",2024-01-12 12:14:00,"RT-18","1/12/2024 RT-18","KM, SB",0,0,10,"","PH","EH",""
"67","2024","Chinook Salmon","late-fall",2024-01-12,"15:08",2024-01-12 15:08:00,"RT-19","1/12/2024 RT-19","KM, SB",0,0,10,"","PH","EH",""
"68","2024","Chinook Salmon","late-fall",2024-01-12,"18:09",2024-01-12 18:09:00,"RT-20","1/12/2024 RT-20","KM, SB",0,0,10,"","PH","EH",""
"69","2024","Chinook Salmon","late-fall",2024-01-12,"21:16",2024-01-12 21:16:00,"RT-21","1/12/2024 RT-21","MD, CC",0,0,10,"Turbid","PH","EH",""
"70","2024","Chinook Salmon","late-fall",2024-01-13,"0:10",2024-01-13 00:10:00,"RT-22","1/13/2024 RT-22","MD, NS",0,0,10,"Turbid","PH","EH","Date incorrect on physical datasheet, should be 1/13"
"71","2024","Chinook Salmon","late-fall",2024-01-13,"3:10",2024-01-13 03:10:00,"RT-23","1/13/2024 RT-23","MD, CC",0,0,10,"Turbid","PH","EH","Date incorrect on physical datasheet, should be 1/13"
"72","2024","Chinook Salmon","late-fall",2024-01-13,"6:10",2024-01-13 06:10:00,"RT-24","1/13/2024 RT-24","MD, NS",0,0,10,"Turbid","PH","EH","Date incorrect on physical datasheet, should be 1/13"
"73","2024","Chinook Salmon","late-fall",2024-01-17,"9:11",2024-01-17 09:11:00,"RT-1","1/17/2024 RT-1","TA, CR",0,0,10,"water very turbid, couldn't see bottom","PH","EH",""
"74","2024","Chinook Salmon","late-fall",2024-01-17,"12:09",2024-01-17 12:09:00,"RT-2","1/17/2024 RT-2","TA, NL",0,0,10,"water very turbid, couldn't see bottom","PH","EH",""
"75","2024","Chinook Salmon","late-fall",2024-01-17,"15:14",2024-01-17 15:14:00,"RT-3","1/17/2024 RT-3","TA, CR",0,0,10,"water very turbid, couldn't see bottom","PH","EH",""
"76","2024","Chinook Salmon","late-fall",2024-01-17,"18:10",2024-01-17 18:10:00,"RT-4","1/17/2024 RT-4","TA, CR",0,0,10,"water very turbid, couldn't see bottom","PH","EH",""
"77","2024","Chinook Salmon","late-fall",2024-01-17,"21:09",2024-01-17 21:09:00,"RT-5","1/17/2024 RT-5","PH, AW",0,0,10,"saw fish but no shed tags","PH","EH",""
"78","2024","Chinook Salmon","late-fall",2024-01-18,"0:18",2024-01-18 00:18:00,"RT-6","1/18/2024 RT-6","PH, AW",0,0,10,"saw fish but no shed tags","PH","EH",""
"79","2024","Chinook Salmon","late-fall",2024-01-18,"3:08",2024-01-18 03:08:00,"RT-7","1/18/2024 RT-7","AK, AW",0,0,10,"saw fish but no shed tags","PH","EH",""
"80","2024","Chinook Salmon","late-fall",2024-01-18,"6:07",2024-01-18 06:07:00,"RT-8","1/18/2024 RT-8","AK, AW",0,0,10,"saw fish but no shed tags","PH","EH",""
"81","2024","Chinook Salmon","late-fall",2024-01-18,"9:15",2024-01-18 09:15:00,"RT-9","1/18/2024 RT-9","TA, CR",0,0,10,"","PH","EH",""
"82","2024","Chinook Salmon","late-fall",2024-01-18,"12:14",2024-01-18 12:14:00,"RT-10","1/18/2024 RT-10","TA, AC",0,0,10,"","PH","EH",""
"83","2024","Chinook Salmon","late-fall",2024-01-18,"15:09",2024-01-18 15:09:00,"RT-11","1/18/2024 RT-11","TA, CR",0,0,10,"","PH","EH",""
"84","2024","Chinook Salmon","late-fall",2024-01-18,"18:14",2024-01-18 18:14:00,"RT-12","1/18/2024 RT-12","TA, CR",0,0,10,"","PH","EH",""
"85","2024","Chinook Salmon","late-fall",2024-01-18,"21:12",2024-01-18 21:12:00,"RT-13","1/18/2024 RT-13","AW, AL",0,0,10,"very muddy could barely see fish ","PH","EH",""
"86","2024","Chinook Salmon","late-fall",2024-01-19,"0:12",2024-01-19 00:12:00,"RT-14","1/19/2024 RT-14","AW, EH",0,0,10,"very muddy could barely see fish ","PH","EH",""
"87","2024","Chinook Salmon","late-fall",2024-01-19,"3:19",2024-01-19 03:19:00,"RT-15","1/19/2024 RT-15","AW, AL",0,0,10,"very muddy could barely see fish ","PH","EH",""
"88","2024","Chinook Salmon","late-fall",2024-01-19,"6:12",2024-01-19 06:12:00,"RT-16","1/19/2024 RT-16","AW, EH",0,0,10,"very muddy could barely see fish ","PH","EH",""
"89","2024","Chinook Salmon","late-fall",2024-01-19,"8:55",2024-01-19 08:55:00,"RT-17","1/19/2024 RT-17","KM, AT",0,0,10,"very turbid","PH","EH",""
"90","2024","Chinook Salmon","late-fall",2024-01-19,"11:42",2024-01-19 11:42:00,"RT-18","1/19/2024 RT-18","KM, AT",0,0,10,"","PH","EH",""
"91","2024","Chinook Salmon","late-fall",2024-01-19,"15:00",2024-01-19 15:00:00,"RT-19","1/19/2024 RT-19","KM, AT",0,0,10,"","PH","EH",""
"92","2024","Chinook Salmon","late-fall",2024-01-19,"17:22",2024-01-19 17:22:00,"RT-20","1/19/2024 RT-20","KM, AT",0,0,10,"fish released early due to rain ","PH","EH",""
"93","2024","Chinook Salmon","late-fall",2024-01-19,"21:07",2024-01-19 21:07:00,"RT-21","1/19/2024 RT-21","AW, BS",0,0,10,"","PH","EH",""
"94","2024","Chinook Salmon","late-fall",2024-01-20,"0:07",2024-01-20 00:07:00,"RT-22","1/20/2024 RT-22","AW, EH",0,0,10,"","PH","EH",""
"95","2024","Chinook Salmon","late-fall",2024-01-20,"3:10",2024-01-20 03:10:00,"RT-23","1/20/2024 RT-23","AW, BS",0,0,10,"","PH","EH",""
"96","2024","Chinook Salmon","late-fall",2024-01-20,"6:15",2024-01-20 06:15:00,"RT-24","1/20/2024 RT-24","AW, EH",0,0,10,"","PH","EH",""
"97","2024","Chinook Salmon","late-fall",2024-02-14,"9:14",2024-02-14 09:14:00,"RT-1","2/14/2024 RT-1","CY, BK",0,0,10,"","PH","EH",""
"98","2024","Chinook Salmon","late-fall",2024-02-14,"12:12",2024-02-14 12:12:00,"RT-2","2/14/2024 RT-2","BK, CY",0,0,10,"","PH","EH",""
"99","2024","Chinook Salmon","late-fall",2024-02-14,"15:15",2024-02-14 15:15:00,"RT-3","2/14/2024 RT-3","CY, BK",0,0,10,"","PH","EH",""
"100","2024","Chinook Salmon","late-fall",2024-02-14,"18:00",2024-02-14 18:00:00,"RT-4","2/14/2024 RT-4","CY, BK",0,0,10,"","PH","EH",""
"101","2024","Chinook Salmon","late-fall",2024-02-14,"21:14",2024-02-14 21:14:00,"RT-5","2/14/2024 RT-5","RM, BS",0,0,10,"","PH","EH",""
"102","2024","Chinook Salmon","late-fall",2024-02-15,"0:05",2024-02-15 00:05:00,"RT-6","2/15/2024 RT-6","RM, AC",0,0,10,"","PH","EH",""
"103","2024","Chinook Salmon","late-fall",2024-02-15,"3:11",2024-02-15 03:11:00,"RT-7","2/15/2024 RT-7","RM, BS",0,0,10,"","PH","EH",""
"104","2024","Chinook Salmon","late-fall",2024-02-15,"6:08",2024-02-15 06:08:00,"RT-8","2/15/2024 RT-8","RM, AC",0,0,10,"","PH","EH",""
"105","2024","Chinook Salmon","late-fall",2024-02-15,"9:15",2024-02-15 09:15:00,"RT-9","2/15/2024 RT-9","OJ, CY",0,0,10,"","PH","EH",""
"106","2024","Chinook Salmon","late-fall",2024-02-15,"12:02",2024-02-15 12:02:00,"RT-10","2/15/2024 RT-10","CJ, EC",0,0,10,"","PH","EH",""
"107","2024","Chinook Salmon","late-fall",2024-02-15,"14:53",2024-02-15 14:53:00,"RT-11","2/15/2024 RT-11","JM, EC, CJ",0,0,10,"","PH","EH",""
"108","2024","Chinook Salmon","late-fall",2024-02-15,"18:07",2024-02-15 18:07:00,"RT-12","2/15/2024 RT-12","CJ, EC",0,0,10,"","PH","EH",""
"109","2024","Chinook Salmon","late-fall",2024-02-15,"21:10",2024-02-15 21:10:00,"RT-13","2/15/2024 RT-13","MD, RM",0,0,10,"","PH","EH",""
"110","2024","Chinook Salmon","late-fall",2024-02-16,"0:11",2024-02-16 00:11:00,"RT-14","2/16/2024 RT-14","MD, RM",0,0,10,"Lots of sediment ","PH","EH",""
"111","2024","Chinook Salmon","late-fall",2024-02-16,"3:07",2024-02-16 03:07:00,"RT-15","2/16/2024 RT-15","EH, RM",0,0,10,"lots of sediment at bottom","PH","EH",""
"112","2024","Chinook Salmon","late-fall",2024-02-16,"6:11",2024-02-16 06:11:00,"RT-16","2/16/2024 RT-16","EH, RM",0,0,10,"","PH","EH",""
"113","2024","Chinook Salmon","late-fall",2024-02-16,"8:55",2024-02-16 08:55:00,"RT-17","2/16/2024 RT-17","KM, AT",0,0,10,"","PH","EH",""
"114","2024","Chinook Salmon","late-fall",2024-02-16,"12:23",2024-02-16 12:23:00,"RT-18","2/16/2024 RT-18","TA, JM",0,0,10,"","PH","EH",""
"115","2024","Chinook Salmon","late-fall",2024-02-16,"15:13",2024-02-16 15:13:00,"RT-19","2/16/2024 RT-19","TA, JM",0,0,10,"","PH","EH",""
"116","2024","Chinook Salmon","late-fall",2024-02-16,"18:12",2024-02-16 18:12:00,"RT-20","2/16/2024 RT-20","TA, JM",0,0,10,"","PH","EH",""
"117","2024","Chinook Salmon","late-fall",2024-02-16,"21:10",2024-02-16 21:10:00,"RT-21","2/16/2024 RT-21","RM, AW",0,0,10,"","PH","EH",""
"118","2024","Chinook Salmon","late-fall",2024-02-17,"0:09",2024-02-17 00:09:00,"RT-22","2/17/2024 RT-22","JM, EH",0,0,10,"","PH","EH",""
"119","2024","Chinook Salmon","late-fall",2024-02-17,"3:17",2024-02-17 03:17:00,"RT-23","2/17/2024 RT-23","AW, RM",0,0,10,"","PH","EH",""
"120","2024","Chinook Salmon","late-fall",2024-02-17,"6:14",2024-02-17 06:14:00,"RT-24","2/17/2024 RT-24","RM, EH",0,0,10,"","PH","EH",""
